Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
GFJPDDAG_02441 Arylesterase,22.17173,23.14582,22.43858,21.25579,21.15292,20.4417,19.99124,20.46881,19.86247,20.84992,20.77898,19.85711,21.68678,20.01418,20.37399
GFJPDDAG_02448 Putative universal stress protein,26.06489,26.25019,25.60481,25.53552,25.19524,25.91024,24.40048,24.76628,23.63887,26.36866,24.72993,24.76598,23.26562,20.67442,22.54079
GFJPDDAG_02449 Argininosuccinate lyase,19.69367,21.9285,20.65423,20.98578,20.28994,20.24818,19.82127,19.92636,19.93085,19.98953,20.01107,19.44037,23.37721,21.34336,20.57582
GFJPDDAG_02450 Argininosuccinate synthase,20.9294,20.10072,20.25488,21.25529,20.38075,20.7907,18.96609,20.15376,20.3063,20.81084,20.29968,19.62418,22.54682,19.63428,21.70142
GFJPDDAG_02452 hypothetical protein,21.17895,22.8726,21.39278,22.2458,19.64977,20.83175,22.18083,20.38894,22.63662,20.76766,21.6039,21.96856,22.53055,20.53416,21.30314
GFJPDDAG_02453 Acetate kinase,20.74648,19.21483,20.2798,20.41311,19.83203,21.42177,19.77778,21.08957,19.62636,21.49759,21.06389,21.70154,22.76585,19.78126,21.24704
GFJPDDAG_02454 hypothetical protein,21.31451,21.7552,19.34719,20.44074,20.61973,20.86328,20.0687,19.49631,18.6149,20.6623,19.21865,19.76652,22.38517,21.44486,19.44957
GFJPDDAG_02455 putative thiol peroxidase,25.82423,25.68453,25.64326,20.42522,20.99625,20.82603,21.18507,21.02631,20.27105,20.55581,19.77549,19.76326,22.74196,20.5976,20.72371
GFJPDDAG_02457 putative spore protein YtfJ,19.60365,19.12317,22.76941,21.20703,20.67107,20.99702,19.76326,21.30342,20.03829,21.22556,20.19784,20.52914,22.99964,22.26585,20.8246
GFJPDDAG_02460 Putative signal peptide peptidase SppA,23.58566,19.53514,22.74425,20.78392,21.53759,20.45801,24.67271,24.00633,24.03892,20.44488,19.80461,20.70326,21.74334,20.91382,19.99636
GFJPDDAG_02461 NAD kinase,19.76432,18.8983,19.62625,20.78423,21.50805,19.45862,19.81606,20.73795,20.20168,21.7677,20.69475,21.68073,23.31986,19.89716,20.63115
GFJPDDAG_02463 N-substituted formamide deformylase,20.45698,20.6465,20.51397,20.5851,20.78453,21.25651,20.44816,21.1033,20.01637,20.32119,19.99644,19.50532,23.52147,19.5035,21.60303
GFJPDDAG_02464 Acetyl-coenzyme A synthetase,23.59412,24.46544,22.50334,21.52995,20.0547,21.76724,24.06521,20.60827,24.24111,21.11849,22.05973,19.96835,21.75021,21.46006,19.66773
"GFJPDDAG_02465 Small, acid-soluble spore protein C",27.31051,26.26855,28.14394,27.83846,28.67462,27.29176,29.40339,30.33341,30.10375,27.05507,27.71581,28.08887,21.82789,21.10726,21.06061
GFJPDDAG_02468 Branched-chain amino acid transport system 2 carrier protein,20.01399,19.05695,19.454,21.22151,19.46399,19.48528,20.67684,20.23938,20.23726,20.42572,21.49717,19.38362,22.07573,20.20216,20.90526
GFJPDDAG_02469 Septation ring formation regulator EzrA,21.40525,23.21152,19.56764,20.68204,20.55874,20.71756,19.56046,20.83304,20.40152,21.74782,20.07364,20.21557,22.27052,19.80881,19.91985
GFJPDDAG_02476 30S ribosomal protein S4,27.7377,28.19277,27.23836,26.24795,26.17969,25.676,27.19188,26.51587,27.21456,26.12295,26.148,25.97388,21.59584,20.10001,20.46013
GFJPDDAG_02477 Tyrosine--tRNA ligase,23.11188,23.51509,22.993,20.24961,21.04646,21.15294,20.20262,20.07456,19.12123,21.16718,19.72872,20.23068,21.73901,20.41398,20.44411
GFJPDDAG_02478 Penicillin-binding protein 1F,19.05446,20.23304,19.12134,21.20967,20.3384,20.07127,18.88606,20.88743,19.93277,20.2577,21.3159,20.36855,22.78834,19.43297,21.16975
GFJPDDAG_02479 Acetyl-coenzyme A synthetase,26.50397,26.33228,25.61818,25.69623,26.76256,25.74965,26.74753,25.9315,26.73583,24.76871,25.60481,25.59659,21.11417,20.45428,20.95271
GFJPDDAG_02480 Acetoin utilization protein AcuA,21.5275,21.38596,19.41313,20.86503,20.05976,21.16437,20.4353,20.64718,20.84282,20.0948,19.98756,19.6922,21.1843,21.17114,21.43576
GFJPDDAG_02481 Hypoxic response protein 1,21.01004,20.92441,20.38353,20.59737,20.60307,22.0289,19.98602,20.04334,18.58704,21.23642,20.10066,20.98283,22.71384,18.06387,20.201
GFJPDDAG_02486 Catabolite control protein A,25.24833,24.51388,24.857,23.1035,23.43046,22.70274,21.34398,21.84782,21.49775,21.17196,22.53782,21.87774,22.53454,20.6839,20.55515
GFJPDDAG_02487 Phospho-2-dehydro-3-deoxyheptonate aldolase,25.89234,26.31821,25.37332,21.63076,19.953,22.18804,20.16226,20.2074,19.59867,20.20082,19.91232,19.53785,20.59017,20.81028,20.75411
GFJPDDAG_02489 hypothetical protein,22.19743,22.77098,21.66332,20.56164,19.9167,20.81754,20.77899,20.11352,20.56468,20.64863,19.03771,21.09199,22.85496,20.66941,21.31599
GFJPDDAG_02490 hypothetical protein,18.62531,19.6158,19.47691,21.09028,20.63123,21.34929,19.76499,20.43709,20.04679,20.28727,21.13473,19.37875,21.76963,20.00687,21.04359
GFJPDDAG_02491 hypothetical protein,27.83996,27.91735,27.21956,23.38732,24.98142,21.38864,25.26853,26.64306,25.89192,22.25,24.75093,24.58182,21.52818,22.07977,20.93797
GFJPDDAG_02492 hypothetical protein,25.75134,26.60215,25.01742,23.13102,23.18206,22.30755,23.53338,23.02743,23.85177,20.84685,23.33265,22.19129,22.80015,20.74033,21.0565
GFJPDDAG_02493 Aminopeptidase PepS,25.5023,25.82068,23.9693,22.74833,20.37207,23.06408,20.7944,21.09107,21.13163,21.98151,22.52308,20.66744,21.28159,20.61217,21.29251
GFJPDDAG_02494 UDP-N-acetylmuramate--L-alanine ligase,23.51869,24.44985,23.57554,21.4947,20.30076,20.93136,20.28908,20.88405,19.23624,20.6297,20.04393,19.1327,21.80029,21.08501,21.19469
GFJPDDAG_02498 Phenylalanine--tRNA ligase beta subunit,21.42465,20.73711,20.75621,21.09143,21.52118,21.14679,21.40051,20.21554,21.67051,20.46485,19.9895,21.66029,21.56993,21.05537,20.15
GFJPDDAG_02503 hypothetical protein,23.16607,23.18253,22.66923,20.4941,21.17261,20.37064,19.75583,20.62128,20.74212,21.4409,20.6493,20.82823,23.37929,20.85952,22.06641
GFJPDDAG_02507 Putative aminopeptidase YsdC,24.57254,24.73985,24.21793,20.88406,20.96311,20.61711,20.4259,21.33166,19.32553,20.0974,19.01098,20.02694,21.42349,19.98981,20.49084
GFJPDDAG_02508 hypothetical protein,19.36286,21.09681,20.90137,20.07113,21.30678,20.10348,20.80015,20.39651,19.47839,20.86134,20.22859,20.05691,22.16212,20.67813,19.57184
GFJPDDAG_02517 Cysteine synthase,18.66449,18.52819,19.36797,20.41457,21.00217,21.56284,19.96954,20.49198,19.63909,20.59651,19.7499,22.20523,22.41343,20.43807,20.4382
GFJPDDAG_02520 Putative dipeptidase,22.57563,22.29944,22.47172,20.10196,20.40482,21.33232,20.26329,21.06325,19.79337,21.78594,19.41793,20.10629,21.82377,18.94055,19.73495
GFJPDDAG_02526 putative adenylyltransferase/sulfurtransferase MoeZ,22.95773,22.49517,22.87534,20.40456,23.05553,21.51172,23.08302,24.29852,23.82736,21.77975,22.84845,23.15516,21.8797,20.40011,21.49839
GFJPDDAG_02527 Leucine--tRNA ligase,26.85709,24.61773,24.16867,20.58053,20.63645,21.262,21.95248,20.39342,21.74698,19.77989,19.77205,20.77503,21.92823,20.74723,21.56117
GFJPDDAG_02529 hypothetical protein,19.51306,18.70496,20.57607,22.31249,21.15171,19.89172,22.47645,20.33517,19.48401,22.42175,23.26198,21.07585,21.2457,20.20663,20.65903
GFJPDDAG_02533 hypothetical protein,24.7743,19.98598,25.01733,20.16157,20.52697,20.48638,20.06886,24.88828,24.82992,20.7525,20.57264,25.20751,21.86338,21.97055,20.48147
GFJPDDAG_02534 hypothetical protein,23.76891,19.06231,24.32519,19.90262,20.35262,21.54004,19.80758,20.02417,19.5809,19.88703,19.96035,21.55781,21.19604,20.58783,21.27826
GFJPDDAG_02537 Immune inhibitor A,19.07504,22.30597,19.74628,21.1675,21.12958,21.43462,23.10031,20.70423,23.67541,23.34055,22.25874,21.09506,20.98994,19.87888,20.71589
GFJPDDAG_02540 Serine acetyltransferase,21.11248,22.4532,21.09126,21.33329,21.48429,21.13558,19.94541,21.09886,18.85127,21.42592,20.16451,20.51749,22.41995,20.85796,20.31697
GFJPDDAG_02541 S-adenosylmethionine synthase,25.06653,25.69986,24.8699,21.31672,22.07371,20.22758,22.146,19.70218,23.74858,21.01502,20.23642,20.99034,22.24069,20.10849,20.55786
GFJPDDAG_02543 Phosphoenolpyruvate carboxykinase (ATP),24.08416,23.96913,23.53789,21.39023,20.7511,20.40121,20.19789,20.30966,19.51517,21.32728,19.49123,20.2046,20.98153,20.6838,20.07535
GFJPDDAG_02548 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,27.42806,27.68939,26.84828,21.37892,20.65734,21.05181,20.30335,21.83172,20.76263,20.71543,20.79234,21.78555,22.20566,19.73354,20.86555
GFJPDDAG_02550 Phosphomethylpyrimidine synthase,21.84318,20.20024,19.17183,20.27196,20.67635,20.78181,20.05112,19.59048,19.84629,20.98535,20.44198,20.7021,21.81859,20.3642,20.90998
GFJPDDAG_02551 hypothetical protein,22.72261,21.93402,22.7249,21.36205,19.53252,21.3104,23.44821,23.40041,23.39165,21.37559,22.42139,21.44132,22.02971,22.47614,21.38967
GFJPDDAG_02554 hypothetical protein,24.03448,25.08497,23.93166,26.92059,25.98572,25.98553,26.12082,24.66373,25.86818,25.59226,24.87075,25.7967,21.29971,20.44061,20.36809
GFJPDDAG_02556 Putative aliphatic sulfonates transport permease protein SsuC,21.72875,21.17901,22.71083,23.52097,22.66967,21.64956,22.51622,22.26092,22.11813,23.63887,22.80446,22.59154,22.99659,20.34993,20.09411
GFJPDDAG_02558 hypothetical protein,22.56235,21.46239,24.05234,19.86519,21.11208,20.1028,20.71335,23.44354,22.76608,20.27409,23.00313,23.18826,22.8743,20.16034,20.84141
GFJPDDAG_02559 hypothetical protein,22.51101,21.83719,23.32828,23.22911,23.0613,21.00691,20.16113,23.38706,22.81587,20.57124,19.4758,23.12163,24.3388,19.28473,21.24859
GFJPDDAG_02563 S-ribosylhomocysteine lyase,25.52415,25.3268,24.73221,21.08965,21.47615,22.32984,20.21013,23.96992,23.12335,21.38567,19.62827,20.65418,21.78762,19.06714,20.21027
GFJPDDAG_02568 Sepiapterin reductase,20.01437,21.30758,21.26894,21.18547,21.00627,21.00126,20.53551,19.56729,20.36889,20.07175,19.70967,20.50084,22.40134,19.87779,21.35442
GFJPDDAG_02569 hypothetical protein,21.78109,19.54372,20.03487,20.8307,19.7409,20.50738,19.01631,19.87796,20.46377,20.29137,20.27861,19.8654,22.1332,20.10567,21.03521
"GFJPDDAG_02573 1,4-dihydroxy-2-naphthoyl-CoA synthase",26.37602,26.459,25.29474,23.99438,21.97726,23.01505,23.77625,23.24531,23.67422,21.44354,24.01869,24.13555,21.78053,21.28357,19.45227
GFJPDDAG_02578 General stress protein 16O,24.66546,23.77122,25.5613,23.7688,23.45801,24.04543,25.15279,25.71201,25.75307,24.13712,24.87521,25.09559,21.80561,20.64607,19.58936
GFJPDDAG_02579 Glycogen phosphorylase,24.44285,22.9584,23.83094,20.81331,20.97389,21.73353,22.63116,21.06921,21.74074,19.87568,18.78324,20.58235,22.47309,21.41419,20.70348
GFJPDDAG_02580 Glycogen synthase,23.53196,23.07063,23.5518,20.52542,20.39634,20.61629,23.488,20.37753,23.08094,21.24261,22.64823,20.05181,22.75244,19.83008,21.85533
GFJPDDAG_02581 Glycogen biosynthesis protein GlgD,25.47744,22.83557,23.94181,19.48978,21.21834,21.43512,22.64359,21.6383,22.43997,20.13503,20.82376,19.71633,20.85592,22.28961,21.73897
GFJPDDAG_02582 Glucose-1-phosphate adenylyltransferase,24.89106,23.49997,24.18986,20.54651,20.32916,21.52023,20.74561,20.31312,19.60815,20.38178,20.08676,21.54631,21.19168,20.80537,21.29561
"GFJPDDAG_02583 1,4-alpha-glucan branching enzyme GlgB",21.5643,19.97993,21.32427,21.36337,20.27303,21.05271,20.39172,21.26925,19.63314,19.74167,20.42956,21.06758,22.46055,19.96502,20.68811
GFJPDDAG_02598 Putative peroxiredoxin bcp,22.9908,21.83445,22.04383,21.98521,20.36646,22.94052,20.55455,20.93332,19.11085,20.88058,21.39384,20.31964,23.071,18.8567,21.73272
GFJPDDAG_02599 hypothetical protein,20.55572,21.72667,20.51027,20.73327,23.73262,20.31636,21.53621,20.14047,21.55759,21.44612,23.48971,23.76122,20.96619,21.42016,21.32163
GFJPDDAG_02601 N5-carboxyaminoimidazole ribonucleotide mutase,23.56558,25.78639,23.17632,25.43444,24.40224,24.80853,22.61104,20.70987,23.13895,23.96605,23.54769,22.71383,22.34064,21.26966,22.33122
GFJPDDAG_02602 N5-carboxyaminoimidazole ribonucleotide synthase,23.59377,25.1031,23.11728,20.74646,20.04957,19.95374,20.6806,21.00818,19.565,19.89378,19.70197,19.74041,22.41267,21.19251,20.00722
GFJPDDAG_02603 Adenylosuccinate lyase,26.61611,28.54197,26.24087,26.15785,23.43568,26.2553,24.40542,23.17562,24.64246,25.38077,22.20616,21.7471,22.6449,21.26724,21.10207
GFJPDDAG_02604 Phosphoribosylaminoimidazole-succinocarboxamide synthase,21.27776,22.72864,21.23626,20.91814,21.39698,20.13811,19.77574,20.17399,20.94534,20.33311,19.99258,21.09885,20.30336,20.4842,20.82339
GFJPDDAG_02605 Phosphoribosylformylglycinamidine synthase subunit PurS,19.2663,23.23908,19.49496,20.45618,21.98982,20.89792,20.74332,20.08364,19.74809,20.83172,18.78015,19.30184,23.27767,19.59127,20.32938
GFJPDDAG_02606 Phosphoribosylformylglycinamidine synthase subunit PurQ,19.84204,21.02493,19.33084,20.74188,20.33189,21.2923,20.55347,20.67249,19.81256,21.0188,20.28032,21.47068,22.51423,20.13922,20.2639
GFJPDDAG_02607 Phosphoribosylformylglycinamidine synthase subunit PurL,22.62397,22.55815,21.67072,20.53568,19.77599,20.68101,19.5158,20.44907,20.39129,21.9187,19.34697,20.73263,23.12303,19.49619,20.0277
GFJPDDAG_02609 Phosphoribosylformylglycinamidine cyclo-ligase,20.80176,21.80688,19.80972,21.75318,20.92054,20.89731,20.74008,20.50075,20.38634,21.20261,19.78279,19.97052,21.519,18.21484,19.79255
GFJPDDAG_02610 Phosphoribosylglycinamide formyltransferase,21.55684,23.40652,21.55572,21.00082,19.74382,20.07511,20.77217,21.0748,20.82788,20.23703,20.11057,20.4703,22.7289,20.19819,19.72445
GFJPDDAG_02611 Bifunctional purine biosynthesis protein PurH,24.75323,26.54628,24.20583,23.73511,22.27381,23.87783,23.73366,22.68357,24.21727,23.42675,21.565,20.57277,22.33315,20.83688,20.51284
GFJPDDAG_02612 Phosphoribosylamine--glycine ligase,22.56274,23.17489,21.4498,21.32079,20.42236,20.87666,20.31152,20.9783,20.04373,20.70121,20.27309,20.98193,21.41309,21.42487,20.25194
GFJPDDAG_02614 hypothetical protein,21.35364,20.34211,22.09706,21.755,21.75666,20.64088,21.91232,20.75819,21.26293,20.31228,19.82017,20.18212,22.02807,21.83635,21.86451
GFJPDDAG_02617 hypothetical protein,20.62667,21.16852,20.70308,21.49034,20.94728,21.35332,20.21862,20.86,19.79915,20.40614,20.81443,20.181,22.79021,20.64502,20.63773
GFJPDDAG_02619 ATP-dependent DNA helicase PcrA,19.54269,18.47098,20.19297,20.23053,19.71741,22.01482,20.84446,19.54142,20.58105,19.57003,20.58481,21.12253,22.1255,21.49678,21.55054
GFJPDDAG_02620 DNA ligase,21.56705,22.09693,21.69659,19.54979,21.05926,21.01768,19.02922,19.93325,18.86647,20.61511,18.92175,21.40296,22.72836,19.52067,21.41371
GFJPDDAG_02623 Sodium/proline symporter,25.18847,25.37736,25.87601,25.01287,24.73066,24.94744,24.21045,20.56887,23.40341,25.22894,24.69567,24.60891,22.26564,19.41696,20.96864
GFJPDDAG_02624 Malate synthase A,22.0171,23.79313,20.47338,20.77966,21.61042,20.11386,20.29638,21.01636,20.09146,21.33989,20.538,20.84163,21.98146,21.20025,20.77294
GFJPDDAG_02625 Isocitrate lyase,25.54123,24.78332,24.2228,20.87538,19.77222,21.06181,19.83317,20.59613,19.02084,21.11147,21.33486,21.18575,22.59951,20.08481,22.36681
GFJPDDAG_02626 N-acetyl-gamma-glutamyl-phosphate reductase,22.44925,23.1671,21.82151,21.22768,20.93209,20.30634,19.71484,21.5479,20.28613,21.97051,19.45855,21.01025,22.10806,21.31822,20.95307
GFJPDDAG_02629 Acetylornithine aminotransferase,19.39763,20.71171,19.00463,20.0268,19.81249,20.38948,20.30977,21.72192,20.91326,20.23624,19.71233,20.80219,21.65025,20.90207,20.6743
GFJPDDAG_02635 Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,19.61265,20.03663,20.13107,21.70163,21.15493,20.91947,20.66978,21.66787,21.56318,21.11781,21.10874,20.03603,21.8727,21.13602,21.7007
GFJPDDAG_02636 Glutamyl-tRNA(Gln) amidotransferase subunit A,23.77485,25.26928,23.94584,22.18574,20.09212,21.52774,22.98503,21.87117,23.51075,20.52909,21.9251,21.34965,23.85823,21.531,20.47935
GFJPDDAG_02637 Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,24.05068,24.73841,23.81538,21.32183,21.13585,21.4522,23.56232,20.60941,23.22164,20.0167,22.63012,22.48873,22.02782,20.45954,22.3868
GFJPDDAG_02640 hypothetical protein,20.81273,19.30446,20.68304,20.13861,20.29862,20.61932,20.44326,21.31883,18.97425,20.64047,20.00954,20.3931,22.44648,21.31254,21.06956
GFJPDDAG_02642 hypothetical protein,21.96663,21.43385,21.16355,21.29906,20.63179,21.66167,20.47974,20.92766,20.31211,21.6896,20.38648,19.47359,21.73117,19.99046,20.4408
GFJPDDAG_02644 putative methyltransferase,19.30721,18.81313,18.7348,21.43838,19.82021,20.14013,20.35975,21.02333,18.05501,21.03478,20.3994,19.98736,22.34397,20.74024,20.46943
GFJPDDAG_02646 hypothetical protein,20.45518,19.49675,19.62237,21.87474,21.09768,21.60229,20.23953,20.53641,20.30277,20.24984,21.08095,20.54234,21.79377,20.50433,20.22596
GFJPDDAG_02647 Diacylglycerol kinase,19.87563,18.63318,19.43694,21.26793,20.52678,21.38257,20.08859,21.35826,20.03185,21.1269,20.92274,20.08458,22.2724,21.07661,20.67615
GFJPDDAG_02649 Heme oxygenase (staphylobilin-producing),19.22294,19.20482,19.1462,20.35464,20.03188,21.27201,20.44288,19.65169,18.87444,21.10427,19.70574,20.20113,21.03979,19.98268,20.96265
GFJPDDAG_02653 hypothetical protein,18.20468,20.14584,20.01322,21.01999,19.30889,21.41897,19.71418,20.89185,19.5264,20.17572,21.23108,20.56425,22.03423,19.23371,21.17904
GFJPDDAG_02654 Divalent metal cation transporter MntH,20.90764,21.0794,21.21644,20.69241,19.94913,20.17286,20.31986,21.28757,19.45586,21.79906,23.96376,21.31994,22.4621,20.61312,21.95942
GFJPDDAG_02655 KipI antagonist,20.69311,20.55824,18.38813,20.3644,21.84381,20.61377,19.91216,20.88215,19.37517,21.98674,19.77729,19.97065,22.86206,20.11742,20.84913
GFJPDDAG_02658 GTPase Der,23.62355,25.53469,22.74343,20.12516,21.26671,20.59745,21.8833,20.32161,22.05225,19.9687,20.87155,20.53228,22.97542,19.6438,21.70082
GFJPDDAG_02660 Glutamine-binding periplasmic protein,24.48977,25.70049,24.49936,23.27767,23.26671,23.59616,26.19922,25.03884,26.28674,21.14631,24.26184,24.08107,21.9914,20.57513,20.4019
GFJPDDAG_02661 L-cystine transport system permease protein YecS,19.7723,21.44147,20.11972,21.02621,22.65875,20.87424,20.92458,20.27856,19.86176,20.0486,21.84671,22.10098,21.34496,20.4652,21.04561
GFJPDDAG_02679 General stress protein 26,24.17165,23.51953,24.07676,21.04877,24.1946,22.55363,24.34103,25.21649,24.76971,21.00256,23.79966,23.71429,22.18466,20.01357,22.41853
GFJPDDAG_02681 hypothetical protein,19.46253,20.9939,18.88658,20.92458,19.85039,20.23731,19.63047,20.62239,20.00251,22.03803,20.27775,19.90688,22.22033,20.16706,20.13915
GFJPDDAG_02682 hypothetical protein,20.92245,19.33024,21.7388,19.99567,22.26831,20.76705,23.01849,24.36826,23.71691,21.92758,22.48626,22.6497,21.92143,20.80581,19.61906
GFJPDDAG_02683 Sodium/proton-dependent alanine carrier protein,26.11502,27.06733,26.66316,27.47119,28.33556,27.24735,28.28207,28.71934,27.86319,28.30683,28.3438,28.59367,22.02225,21.07614,21.30085
GFJPDDAG_02693 hypothetical protein,26.31679,25.88164,25.27728,21.19826,21.98899,21.30152,22.02361,23.83432,22.11127,20.65677,21.93837,21.1489,23.36735,19.09326,20.0939
GFJPDDAG_02694 hypothetical protein,20.12503,19.98249,19.46482,20.8484,19.86659,21.1986,20.51616,20.67973,19.48438,20.3187,20.85541,21.0952,23.2319,19.85221,20.14275
GFJPDDAG_02695 hypothetical protein,23.37053,22.98463,23.99309,23.56535,23.43898,23.66969,24.21948,24.67804,24.43097,21.30292,23.25312,23.44,22.35212,20.8569,21.07836
GFJPDDAG_02696 Major intracellular serine protease,27.81861,29.37917,27.33236,23.51123,20.56333,22.08148,23.34543,21.72176,23.37318,20.17977,20.72234,21.73967,22.34166,20.49033,21.01136
GFJPDDAG_02697 Superoxide dismutase [Cu-Zn],23.15072,22.47791,24.51719,23.25407,20.56349,20.6457,24.47507,20.27035,22.36949,23.29067,22.89332,23.89624,21.63986,20.6049,21.11047
GFJPDDAG_02698 hypothetical protein,22.00628,22.53723,22.15746,23.09909,25.04727,23.19326,23.67455,23.57161,23.17008,23.52181,24.77203,24.83673,22.19324,20.92217,20.00943
GFJPDDAG_02700 putative ABC transporter ATP-binding protein YbiT,19.60705,21.71628,19.88689,21.22008,20.00341,21.13418,20.6721,19.29725,20.26493,20.55025,20.31359,21.22396,23.5133,19.41821,20.49495
GFJPDDAG_02706 Phenylacetate-coenzyme A ligase,20.91686,20.50105,18.97173,20.30629,19.71668,21.69408,20.06672,20.84525,21.73583,20.78122,20.48581,20.70788,21.56972,19.71719,21.38245
"GFJPDDAG_02707 1,2-phenylacetyl-CoA epoxidase, subunit A",20.65211,21.28224,20.43831,20.87246,20.10484,20.85155,20.93961,20.72425,20.58371,21.61004,19.24659,19.73485,22.06429,20.08119,20.06965
GFJPDDAG_02711 hypothetical protein,22.244,20.67547,21.05232,20.55282,19.70769,20.91341,20.02207,19.69341,20.62361,19.86231,19.50326,20.54355,21.59483,20.57401,22.28936
GFJPDDAG_02714 Putative aldehyde dehydrogenase AldA,24.86245,23.27824,23.33811,20.76471,20.60715,21.09815,23.36613,22.44311,23.31479,20.81887,22.08809,20.8343,22.78065,20.5006,21.37192
