Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
DMKJLJHC_02014 50S ribosomal protein L27,23.66416,23.93121,23.88437,19.75596,19.78087,20.67718,19.97905,20.41586,19.45755,20.11566,19.14943,20.2476,21.77066,20.88171,22.47076
DMKJLJHC_02015 50S ribosomal protein L21,27.30112,27.24844,27.48554,25.47172,25.31043,25.52752,26.38734,26.3676,26.0273,25.13387,24.91068,25.10286,23.67476,21.69559,21.74138
DMKJLJHC_02016 ABC transporter ATP-binding protein uup,23.56197,23.34489,23.6319,22.91327,22.51492,22.4354,22.12666,21.96913,22.13364,22.35073,23.00158,22.81029,22.30853,21.87177,21.35724
DMKJLJHC_02018 hypothetical protein,23.99697,24.16584,23.96146,23.73397,24.00196,23.88325,23.9679,23.74458,23.80637,23.66871,23.73934,23.67702,23.25537,21.7439,23.17826
DMKJLJHC_02019 hypothetical protein,22.67979,22.53697,22.70223,21.72167,21.81566,21.80085,21.96152,22.24357,22.09568,22.06763,21.95663,21.71091,21.95995,22.52412,22.27787
DMKJLJHC_02021 Phosphate acyltransferase,21.90065,21.68093,21.37814,22.10466,22.02968,22.05079,21.9094,21.99797,22.227,22.14666,21.74061,21.98235,20.74723,21.28437,22.75021
DMKJLJHC_02022 3-oxoacyl-[acyl-carrier-protein] synthase 3,22.5653,22.40502,22.43303,22.36223,22.54472,22.62362,22.77326,22.69332,22.65009,22.8867,22.65252,22.51797,21.30379,21.85743,22.26749
DMKJLJHC_02023 Integration host factor subunit alpha,25.21523,25.6212,25.21293,23.29838,21.36127,23.54581,20.64526,19.56137,20.26764,23.26814,19.6989,21.24127,22.44434,21.71533,22.00811
DMKJLJHC_02024 hypothetical protein,21.28517,21.13446,21.12161,21.04407,20.80396,20.89925,20.71205,21.2376,21.0879,20.95113,20.97393,20.82392,21.34337,21.23008,21.55574
DMKJLJHC_02026 dCTP deaminase,23.52277,23.47914,23.16944,23.30591,23.15071,23.22285,22.61313,22.60309,22.2052,23.11382,23.27682,23.08601,22.47918,21.12328,22.17527
DMKJLJHC_02027 3-hydroxybenzoate 6-hydroxylase 1,22.65864,22.64887,22.67577,22.02005,22.56646,22.40015,23.01575,22.83399,22.87487,22.65707,22.21561,22.47194,21.98448,21.95543,21.87869
DMKJLJHC_02028 RNA polymerase-binding transcription factor DksA,23.64625,23.94172,23.76203,19.98341,19.25376,19.43975,23.17045,20.37316,20.56972,20.14597,20.74658,19.73847,22.08944,22.36912,22.32041
DMKJLJHC_02029 hypothetical protein,21.2369,20.91401,21.37809,21.01937,21.21193,21.44622,21.57242,21.83542,21.42593,21.18283,20.5986,20.95688,21.82593,21.2955,21.42753
DMKJLJHC_02034 Beta-hexosaminidase,22.09339,21.96406,22.08842,21.82602,22.03443,22.03905,21.88562,20.69313,21.79086,21.93045,21.968,21.79142,21.91692,22.4612,22.88747
DMKJLJHC_02036 Arginine--tRNA ligase,27.5952,27.54163,27.49953,27.06394,27.06435,26.91114,27.17016,27.14657,27.22186,26.99475,26.99626,26.99486,27.06075,23.85443,26.20782
DMKJLJHC_02038 Queuine tRNA-ribosyltransferase,21.17804,20.86491,20.94721,20.97498,20.98405,21.24748,21.24481,20.83013,21.293,21.01665,21.15097,20.74172,22.17509,21.50848,22.17265
DMKJLJHC_02040 Cytosol aminopeptidase,26.6133,26.61863,26.41116,27.06044,26.86029,26.97432,26.81127,26.86112,27.01797,26.85662,27.00325,26.98153,25.44585,21.80704,24.0857
DMKJLJHC_02043 LPS-assembly protein LptD,24.48087,24.35252,24.47048,24.43052,24.31693,24.28849,23.59923,23.45989,23.29109,24.4288,24.3245,24.42528,21.98132,22.19057,22.25727
DMKJLJHC_02044 Chaperone SurA,26.30241,26.2179,26.18873,26.42864,26.54208,26.44985,26.58563,26.60244,26.63838,26.35981,26.57048,26.55861,26.22312,21.66844,23.50033
DMKJLJHC_02045 4-hydroxythreonine-4-phosphate dehydrogenase,23.30689,23.04412,23.04886,22.85605,22.9589,23.20168,23.15792,23.29179,23.35272,23.45538,22.89519,23.27455,21.7456,22.26245,21.96029
DMKJLJHC_02047 hypothetical protein,24.67917,24.73014,24.79025,23.06411,22.96217,22.89073,23.57184,23.27455,23.25058,23.33851,23.23668,23.06863,22.61749,22.3043,21.50792
DMKJLJHC_02054 Dihydroxy-acid dehydratase,27.40031,27.34875,27.28472,26.39506,26.50085,26.38204,26.99313,26.95327,27.07388,26.32003,26.39877,26.44014,25.55801,22.43949,24.68774
DMKJLJHC_02059 DNA topoisomerase 4 subunit B,25.29877,25.17543,25.08156,24.85871,24.84105,24.64014,24.60054,24.5418,24.46986,24.829,24.8292,24.86472,22.17612,22.14326,20.91396
DMKJLJHC_02061 hypothetical protein,24.71497,24.72078,24.78821,24.42605,24.46781,24.64982,24.594,24.74381,24.38929,24.33402,24.35427,24.2939,24.41558,22.8252,21.01098
DMKJLJHC_02063 Cytochrome c,25.41513,25.29827,25.33436,24.85671,24.87858,24.65807,25.32313,25.3865,25.4195,24.91475,24.74673,24.88404,22.12263,21.33884,21.35857
DMKJLJHC_02066 2-octaprenylphenol hydroxylase,19.78644,20.33876,19.92487,22.00172,21.74866,21.63338,21.88729,21.68521,21.58903,21.16919,20.90654,21.90301,21.97462,22.00107,22.49755
DMKJLJHC_02069 HTH-type transcriptional regulator McbR,20.55703,20.2858,20.9338,20.81831,20.33112,20.84153,20.47991,20.6163,20.49365,20.63139,20.896,20.80507,22.32597,21.16733,22.56079
DMKJLJHC_02071 Carbamoyl-phosphate synthase small chain,22.98786,23.15027,23.09133,19.01327,20.25778,21.67396,20.80173,22.49407,21.79424,22.09574,22.0046,21.39236,22.2699,22.52621,21.67777
DMKJLJHC_02072 hypothetical protein,22.57681,22.42098,22.72069,19.75549,21.18265,20.51109,21.6329,22.08764,21.67468,20.80169,22.02208,21.74993,22.00764,21.67548,21.72138
DMKJLJHC_02075 Cytochrome c oxidase subunit 1-beta,23.00609,23.20698,23.02952,24.17127,24.67136,24.51809,20.89366,21.1407,20.39176,24.86467,24.82309,24.66752,25.65239,21.54162,22.08758
DMKJLJHC_02076 Cytochrome c-550,23.18966,23.13041,23.54628,23.18357,23.20047,23.0454,22.64212,23.37637,22.66527,23.47865,23.03976,23.17429,23.33279,22.0938,24.56692
DMKJLJHC_02077 Octanoyltransferase,21.69439,21.47754,21.25124,21.22211,21.46024,21.36132,21.66206,21.94364,21.51624,21.55004,21.63693,21.41421,21.27347,22.53301,22.35779
DMKJLJHC_02079 sn-glycerol-3-phosphate import ATP-binding protein UgpC,25.2207,25.46591,25.20479,26.17173,26.31919,26.22177,26.2444,26.41256,26.34031,26.3465,26.61765,26.41997,25.96296,21.77794,24.18367
DMKJLJHC_02080 hypothetical protein,28.70994,28.82708,28.77361,29.14705,29.10988,29.18714,28.52466,28.36545,28.3298,29.62819,29.3223,29.19716,29.02113,26.66682,28.28357
DMKJLJHC_02081 Spermidine/putrescine transport system permease protein PotB,22.99224,22.90231,22.88591,23.78885,23.95509,23.86231,21.65858,22.43751,21.45448,24.05994,23.8187,23.96763,22.06861,21.98955,21.9967
DMKJLJHC_02088 Soluble lytic murein transglycosylase,23.26585,23.40276,23.34584,23.02795,23.30758,22.69965,22.96344,22.40603,22.91789,23.1037,23.05813,23.21428,22.45827,22.3561,22.34765
DMKJLJHC_02089 4-hydroxy-tetrahydrodipicolinate synthase,25.48711,25.65671,25.65867,24.72203,24.83581,24.80405,24.64229,24.71419,24.82692,24.77997,24.92877,24.75068,21.85052,22.12515,21.70199
DMKJLJHC_02090 Daunorubicin/doxorubicin resistance ATP-binding protein DrrA,22.63462,22.5538,22.89078,23.08305,23.18345,22.96335,23.58268,23.1874,23.52755,22.79333,22.79198,22.53312,22.29302,21.43018,21.03032
DMKJLJHC_02093 DNA polymerase I,26.44717,26.42148,26.38663,26.03513,25.72653,25.97321,25.7473,25.51141,25.82886,26.07466,26.12794,26.28718,21.91362,21.46806,21.9316
DMKJLJHC_02094 Metal cation efflux system protein CzcD,22.41625,22.37039,22.92296,22.518,22.77569,22.48109,22.82186,23.5242,22.98956,22.61713,22.52418,22.62856,22.91262,21.51552,21.87499
DMKJLJHC_02098 hypothetical protein,19.54188,21.48827,22.01968,20.52633,18.94791,19.28518,22.26945,22.61576,23.32924,21.33439,19.76705,19.84319,21.88952,21.57799,21.33645
DMKJLJHC_02103 Dihydroorotate dehydrogenase (quinone),24.08845,23.96957,24.24176,23.49619,23.69572,23.60479,23.73149,23.81069,23.90894,23.42432,23.71188,23.80193,22.14194,22.51082,21.8092
DMKJLJHC_02112 PhoH-like protein,23.98111,24.38357,24.01044,21.64037,20.1816,20.9306,22.33593,23.59798,23.77876,20.59641,20.74452,18.75203,21.77849,21.48824,21.65265
DMKJLJHC_02116 hypothetical protein,20.48856,20.35475,20.60123,20.51912,19.35492,20.44748,20.8836,21.02222,20.86355,18.90866,21.2986,20.63626,21.98015,23.01758,22.53805
DMKJLJHC_02118 Cytochrome c1,22.21694,22.06395,22.53917,23.43262,23.42905,23.4108,23.40393,23.43886,23.31036,24.00761,23.63168,23.57265,22.18562,21.75961,21.14795
DMKJLJHC_02119 Cytochrome b,24.19851,24.1519,24.18185,24.62673,24.91584,24.74401,21.77246,23.38772,21.31008,25.39898,25.11708,25.52115,21.84373,21.8696,23.97806
DMKJLJHC_02120 Ubiquinol-cytochrome c reductase iron-sulfur subunit,23.71816,23.69678,23.76749,24.5319,24.68223,24.53083,24.58492,24.67233,24.62606,24.69599,24.88809,24.8986,25.2712,21.7118,25.23206
DMKJLJHC_02123 Branched-chain-amino-acid aminotransferase,26.01182,25.79161,25.89317,24.43103,24.26205,24.74319,25.13712,25.30013,24.78477,25.09019,24.39329,24.2303,24.87727,21.14472,21.1228
DMKJLJHC_02127 Stringent starvation protein A,22.61576,22.8695,22.76876,22.04597,22.23476,22.48937,22.86754,22.55356,22.72184,21.79571,21.86291,22.28678,21.72836,21.9586,21.49939
DMKJLJHC_02130 DNA polymerase III subunit tau,23.90399,23.97518,23.77987,24.04635,24.33511,24.16798,23.99248,24.12597,24.03532,23.94628,24.1281,24.19753,21.57037,21.65607,22.49609
DMKJLJHC_02135 Immunogenic protein MPB70,24.38555,23.77274,24.62081,25.99596,26.36525,26.14042,25.6138,25.83959,25.77216,26.55858,26.25339,26.35262,25.32773,21.41803,21.51891
DMKJLJHC_02136 Na(+)-translocating NADH-quinone reductase subunit F,24.0344,23.88381,23.98468,24.01886,24.02369,24.05631,24.02589,23.71429,23.92243,23.95686,23.95651,23.9693,21.98244,21.91654,21.61506
DMKJLJHC_02143 Formyltetrahydrofolate deformylase,23.96005,23.85557,23.99438,25.20676,25.37826,25.3114,25.42092,25.30556,25.42496,25.15665,25.26256,25.21189,22.66046,21.32444,22.34567
DMKJLJHC_02149 Periplasmic serine endoprotease DegP,24.26699,24.39375,24.65464,24.7292,24.66763,24.31955,25.57314,25.73704,25.46151,24.38502,24.38456,24.43759,22.95802,20.77126,22.75294
DMKJLJHC_02151 Modulator of FtsH protease HflC,25.91495,25.71301,25.84084,26.43366,26.48835,26.51522,26.55721,26.45227,26.56641,26.41119,26.36934,26.4114,24.73221,21.33966,24.31976
DMKJLJHC_02152 Modulator of FtsH protease HflK,26.19464,25.903,26.01463,26.50629,26.56761,26.30828,26.4272,26.35805,26.48208,26.44286,26.39165,26.45922,24.24329,21.14448,23.9178
DMKJLJHC_02153 Glutathione amide reductase,24.96609,24.73029,24.69142,24.74986,24.68779,24.63832,24.81529,24.98833,24.80055,24.56871,24.82114,24.68587,25.29842,21.90281,24.48167
DMKJLJHC_02154 Ribose-5-phosphate isomerase A,21.9481,22.11775,21.75805,22.46244,22.35641,22.32474,22.43868,22.54778,22.29695,22.2885,22.61461,22.48787,21.67576,22.38888,22.14199
DMKJLJHC_02155 L-serine dehydratase 2,22.40754,22.74361,22.53808,23.16421,23.22568,23.18751,23.71952,23.51581,23.72109,23.16671,23.08576,23.28982,21.53366,22.52583,21.53586
DMKJLJHC_02159 Sec-independent protein translocase protein TatAd,22.14077,22.17877,22.18283,20.69481,21.35472,21.79654,22.03741,22.02854,22.23672,21.71687,21.16263,21.18374,20.9698,21.35726,21.96374
DMKJLJHC_02160 Sec-independent protein translocase protein TatB,21.40671,22.19592,22.14426,21.44713,21.97414,21.68744,21.39011,21.419,21.23806,22.07995,22.00457,21.79586,22.27507,22.79421,21.15734
DMKJLJHC_02162 hypothetical protein,23.01706,23.15148,23.45638,23.68848,23.62042,23.53635,23.58738,23.72806,23.91762,23.45275,23.25176,23.67939,21.48245,21.87314,22.34642
DMKJLJHC_02163 GMP synthase [glutamine-hydrolyzing],21.72551,21.87819,22.38737,21.02256,21.35095,21.11082,20.75336,20.96183,20.87793,21.74024,20.58182,21.5898,22.14049,21.6712,23.25356
DMKJLJHC_02164 Gamma-glutamylputrescine synthetase PuuA,24.14203,24.15429,24.10534,23.71973,23.68464,23.65064,23.65949,23.84057,23.60162,23.7681,23.66796,23.68955,24.12983,21.3902,22.21051
DMKJLJHC_02171 Trifunctional nucleotide phosphoesterase protein YfkN,25.61821,25.85146,25.83427,26.36636,26.22602,26.41722,25.49351,25.88108,25.79677,26.29119,26.07427,26.21967,23.5064,21.80779,22.51345
DMKJLJHC_02172 Oligopeptide transport ATP-binding protein OppF,19.05386,20.92542,21.13483,22.86867,22.64529,23.07323,23.2309,23.14778,23.00698,22.71429,22.40837,22.71234,21.93122,21.96982,22.53953
DMKJLJHC_02176 Periplasmic oligopeptide-binding protein,27.85923,27.86779,27.84326,29.59611,29.66168,29.53969,29.12003,29.17119,29.1445,29.58431,29.35353,29.39184,28.95346,25.67241,28.12278
DMKJLJHC_02177 L-threonine 3-dehydrogenase,19.90804,19.67318,19.22445,20.32233,19.90978,19.34924,22.14295,21.52511,21.89589,20.77539,19.86845,19.61903,22.44786,21.64444,21.61268
DMKJLJHC_02182 Autoinducer 2-binding protein LsrB,22.54236,22.33227,22.71087,22.82166,22.93603,23.02207,22.77296,22.51857,22.9411,23.09092,23.31976,23.13408,22.55871,22.44586,22.16181
DMKJLJHC_02196 hypothetical protein,21.66249,22.17798,22.28396,22.86559,22.87605,23.07081,22.25828,22.01747,22.31363,22.94179,23.01648,22.77553,21.70809,22.44933,21.92915
DMKJLJHC_02208 Thymidylate kinase,20.00607,19.87075,19.75209,19.91525,19.95532,20.37411,20.85934,20.31843,19.633,20.1327,20.12792,19.63915,21.95238,23.10486,21.48953
DMKJLJHC_02210 hypothetical protein,23.60682,23.6202,23.56395,24.11331,24.37259,23.71628,23.62823,23.64537,23.73727,23.94619,24.03792,23.94869,24.0349,20.76552,21.35404
DMKJLJHC_02213 Sensor histidine kinase MtrB,23.78875,23.74253,23.78756,24.28086,23.99593,24.08123,23.82309,24.00933,23.77072,24.03976,24.14787,24.18465,23.17819,21.48196,21.88664
DMKJLJHC_02219 Membrane protein insertase YidC,26.124,26.13886,26.06497,26.01152,25.97143,25.91714,23.35474,23.56546,23.17284,25.73867,26.05652,25.99369,25.15186,21.45839,23.02301
DMKJLJHC_02221 putative GTP-binding protein EngB,21.59941,22.36306,22.11035,22.42972,22.45696,22.54823,22.46017,22.16312,22.19779,22.17904,22.1961,21.85935,20.77536,21.73946,21.67635
DMKJLJHC_02222 Glutamate--cysteine ligase EgtA,24.57491,24.34157,24.2059,23.85377,23.51412,23.85215,23.59229,23.27909,23.32059,23.71188,23.53801,23.4325,22.81593,21.09489,22.03208
DMKJLJHC_02225 4-hydroxybenzoate octaprenyltransferase,21.0792,20.82594,20.79217,19.92385,20.55656,20.69506,19.85484,21.28378,20.07367,20.75605,20.50106,20.63954,22.13511,22.77712,22.42312
DMKJLJHC_02226 putative lipoprotein YiaD,25.83661,25.78372,25.81029,25.58589,25.36229,25.47225,25.60561,25.69519,25.68512,25.68255,25.7517,25.7407,24.22626,22.16325,20.60664
DMKJLJHC_02227 hypothetical protein,23.65316,23.4095,23.32814,22.47596,22.32287,22.13057,21.91572,22.29103,22.43764,22.0059,22.63427,22.21095,22.41946,21.5438,21.94807
DMKJLJHC_02228 Septum site-determining protein MinD,25.20415,25.14946,25.06472,24.88981,24.94342,24.71487,24.71618,24.64427,24.57975,24.75649,24.91802,24.77389,21.03772,21.65074,21.44975
DMKJLJHC_02229 L-lactate dehydrogenase,24.32038,24.27796,24.21238,24.3767,24.37352,24.55701,24.59725,24.53326,24.6746,24.51575,24.35488,24.35763,21.90724,22.33411,21.81854
DMKJLJHC_02231 50S ribosomal protein L25,27.19864,27.30748,27.2191,25.79151,25.81978,25.83161,26.27925,25.9198,26.14503,25.43705,25.67061,25.61156,23.62031,21.69032,23.85994
DMKJLJHC_02232 Peptidyl-tRNA hydrolase,22.61576,22.64403,23.08758,22.74503,22.73101,22.67332,22.79442,22.57342,22.82386,22.87562,22.5166,22.69782,21.81421,22.2808,21.51065
DMKJLJHC_02233 Lactoylglutathione lyase,22.28909,22.30204,22.15765,22.42209,22.47862,22.88618,22.87935,23.16575,22.89113,22.45714,22.91234,22.66707,22.48399,22.02948,20.85707
DMKJLJHC_02234 Flavin-dependent thymidylate synthase,25.45026,25.34004,25.42182,25.5652,25.63417,25.66593,25.60865,25.79035,25.79514,25.66541,25.60651,25.50237,25.29579,22.86086,24.68062
DMKJLJHC_02235 Fructose dehydrogenase large subunit,27.55215,27.71011,27.59513,25.61397,25.61829,25.70667,26.10001,25.81839,26.01312,25.51515,25.55245,25.77379,24.75006,21.56907,23.83268
DMKJLJHC_02236 hypothetical protein,22.28373,22.01062,21.85992,20.66826,19.91314,21.40681,19.58733,21.70214,21.71406,21.41189,19.7376,18.62332,22.67904,21.09839,21.77477
DMKJLJHC_02237 Lactoylglutathione lyase,22.31534,22.53129,22.36065,22.12474,22.2083,22.35544,22.28079,22.0312,22.05401,22.9347,22.38885,22.34587,21.98865,22.75178,21.90631
DMKJLJHC_02240 Alpha-ketoglutaric semialdehyde dehydrogenase,21.6988,22.22291,21.69341,21.78373,21.67202,22.0441,21.28811,20.99197,21.34115,21.06586,20.70552,21.33941,22.60598,21.80977,21.56291
"DMKJLJHC_02242 2,3-diketo-L-gulonate-binding periplasmic protein YiaO",21.72247,18.77755,19.20046,23.24045,23.50785,23.09721,23.21706,23.43644,23.45111,23.58509,23.28898,23.10423,21.11814,21.05432,21.50629
DMKJLJHC_02262 Methylmalonyl-CoA carboxyltransferase 12S subunit,24.44139,24.68891,24.34631,26.74945,26.83581,26.69988,26.74996,26.50434,26.94559,26.66817,26.77543,26.71947,24.47358,21.7802,21.97402
DMKJLJHC_02263 Acetyl-/propionyl-coenzyme A carboxylase alpha chain,24.33702,24.73841,24.40328,27.3013,27.08588,27.1036,27.41038,27.54281,27.4883,27.20574,27.2871,27.26338,26.61919,21.71401,26.58047
DMKJLJHC_02264 Glutathione S-transferase GST-6.0,21.59468,22.1991,19.37907,24.60229,24.59673,24.78417,25.47358,25.07892,25.34486,24.51093,24.4883,24.46457,22.26437,21.06741,21.78046
DMKJLJHC_02265 3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase,20.55777,19.66018,20.92938,23.21217,23.58337,23.40289,23.98702,24.16192,24.1979,23.28065,23.34787,23.36239,22.46796,22.54237,21.4136
"DMKJLJHC_02266 1,4-dihydroxy-2-naphthoyl-CoA synthase",21.9214,22.56374,22.15051,25.5938,25.61804,25.64375,26.26177,26.21974,26.14476,25.48616,25.52175,25.49485,24.75399,21.98221,20.85202
DMKJLJHC_02268 NADH-quinone oxidoreductase subunit B,22.58566,22.74933,22.56209,22.84663,22.81915,22.60259,22.98964,22.91558,22.67515,22.80662,23.14344,22.92062,22.62469,22.61342,21.90673
DMKJLJHC_02269 NADH-quinone oxidoreductase chain 5,24.72474,24.77334,24.71843,24.32711,24.52498,24.52259,24.92542,24.73959,24.70314,24.70678,24.36966,24.37703,24.406,21.14637,22.72652
DMKJLJHC_02270 NADH-quinone oxidoreductase subunit D,27.24536,27.35161,27.09406,27.72455,27.24154,27.33057,28.09728,28.04338,27.5389,27.75175,27.36686,27.83696,27.1931,21.52182,27.90529
DMKJLJHC_02271 NADH-quinone oxidoreductase chain 2,26.28187,26.2992,26.01871,26.26999,26.34126,26.14697,26.50071,26.62115,26.33528,26.18255,26.23668,26.23763,26.82505,22.40184,26.11682
DMKJLJHC_02272 50S ribosomal protein L21,26.60031,26.90277,26.35219,26.46524,26.63851,26.59078,26.95416,26.79303,26.97738,26.58032,26.20788,26.3792,25.5499,22.95771,24.67621
DMKJLJHC_02274 NADH-quinone oxidoreductase chain 1,25.22251,25.22402,25.31039,25.25551,25.39614,25.28926,25.53475,25.63004,25.52313,25.34929,25.449,25.34929,25.35877,22.25897,22.33382
DMKJLJHC_02276 hypothetical protein,21.34327,21.20413,20.38848,19.67843,20.04833,18.71105,19.9179,20.10354,19.91555,20.24377,20.28613,19.65172,21.85531,21.42572,21.60264
DMKJLJHC_02277 NADH-quinone oxidoreductase chain 3,27.38648,27.23114,27.25782,27.24717,26.72442,26.88914,26.91809,27.14667,27.06712,27.03706,27.13985,27.0803,24.98033,20.98503,24.59537
DMKJLJHC_02280 NADH-quinone oxidoreductase subunit I,23.4742,23.52612,23.3995,23.1123,23.46899,23.41506,23.75868,23.79025,23.58692,23.57011,23.59423,23.27327,22.10859,21.78623,22.17074
DMKJLJHC_02282 NADH-quinone oxidoreductase subunit J,22.21113,22.30466,21.7198,21.37963,19.8212,20.59905,20.58719,20.58956,20.3947,18.93452,19.34319,19.33462,20.92196,21.55833,20.89716
DMKJLJHC_02284 NADH-quinone oxidoreductase subunit L,25.56189,25.36419,25.42352,25.69633,25.71707,25.67812,23.37955,24.4025,22.9843,25.49195,25.526,25.7087,25.25097,22.33685,25.21227
DMKJLJHC_02285 NADH-quinone oxidoreductase subunit M,22.44149,22.17091,22.32111,23.02896,22.95816,22.66364,19.58192,21.03694,20.39791,22.78441,22.60784,22.63795,22.00963,20.98623,22.97598
DMKJLJHC_02286 NADH-quinone oxidoreductase subunit N,23.61414,23.21064,23.11687,23.37756,23.4462,23.33702,22.29575,22.86096,22.07048,23.56929,23.49204,23.3948,22.05641,21.0575,22.6675
DMKJLJHC_02288 Type III pantothenate kinase,20.22423,20.48089,20.55946,21.11591,20.95589,21.03885,21.36773,21.42311,21.34017,21.07418,20.99231,21.0058,21.42593,21.19947,21.88034
DMKJLJHC_02289 Ribonuclease J 1,26.3442,26.54763,26.36583,26.32134,26.20548,26.08537,26.15,26.10015,26.27679,26.14967,26.42934,26.45097,24.92615,22.24381,23.98146
DMKJLJHC_02290 ATP-dependent RNA helicase RhlE,25.74245,25.68065,25.61908,24.31714,24.49759,24.39074,23.95722,23.53671,23.98242,24.42899,24.35696,24.34055,21.97443,21.93633,21.83238
DMKJLJHC_02291 K(+)/H(+) antiporter NhaP,22.16026,22.28164,22.18671,21.78321,21.79947,21.65683,22.24069,22.10923,21.74193,21.67172,22.2843,22.26719,23.1276,21.69865,22.82819
DMKJLJHC_02293 ATP-dependent Clp protease ATP-binding subunit ClpA,24.6304,24.44733,24.48659,25.52928,25.18253,25.39257,25.57516,25.43752,25.48594,25.23385,25.30459,25.46133,21.85204,21.21421,21.17887
